order_id,line_no,article_id,supplier_id,order_type,message_type,order_date,expected_date,qty_ordered,qty_received,status,unit
PO-000237,1,P-00005129,S-000106,FIRM,DELJIT,2026-05-12,2026-06-01,48675,0,CANCELLED,M
PO-000238,1,P-00005129,S-000106,FIRM,DELJIT,2026-05-26,2026-06-15,48675,0,CANCELLED,M
PO-000239,1,P-00005129,S-000106,FIRM,DELJIT,2026-06-09,2026-06-29,48675,0,CANCELLED,M
PO-000240,1,P-00005129,S-000106,FIRM,DELJIT,2026-06-16,2026-07-06,48675,0,CANCELLED,M
PO-000241,1,P-00005129,S-000106,FIRM,DELJIT,2026-06-30,2026-07-20,48675,0,CANCELLED,M
PO-000242,1,P-00005129,S-000106,FIRM,DELJIT,2026-07-07,2026-07-27,48015,0,CANCELLED,M
PO-000243,1,P-00005129,S-000106,FIRM,DELJIT,2026-07-28,2026-08-17,48675,0,CANCELLED,M
PO-000244,1,P-00005129,S-000106,FIRM,DELJIT,2026-08-25,2026-09-14,49005,0,CANCELLED,M
PO-000245,1,P-00005129,S-000106,FIRM,DELJIT,2026-09-15,2026-10-05,48675,0,OPEN,M
PO-000246,1,P-00005129,S-000106,FORECAST,DELFOR,2026-10-06,2026-10-26,48675,0,OPEN,M
PO-000247,1,P-00005129,S-000106,FORECAST,DELFOR,2026-10-13,2026-11-02,48675,0,OPEN,M
PO-000248,1,P-00005129,S-000106,FORECAST,DELFOR,2026-10-20,2026-11-09,48675,0,OPEN,M
PO-000249,1,P-00005129,S-000106,FORECAST,DELFOR,2026-11-03,2026-11-23,48675,0,OPEN,M
PO-000250,1,P-00005129,S-000106,FORECAST,DELFOR,2026-11-10,2026-11-30,48675,0,OPEN,M
PO-000251,1,P-00005129,S-000106,FORECAST,DELFOR,2026-11-17,2026-12-07,48675,0,OPEN,M
PO-000252,1,P-00005129,S-000106,FORECAST,DELFOR,2026-12-22,2027-01-11,48675,0,OPEN,M
PO-000253,1,P-00005129,S-000106,FORECAST,DELFOR,2026-12-29,2027-01-18,48675,0,OPEN,M
PO-000254,1,P-00005129,S-000106,FORECAST,DELFOR,2027-01-05,2027-01-25,48675,0,OPEN,M
PO-000255,1,P-00005129,S-000106,FORECAST,DELFOR,2027-01-19,2027-02-08,48675,0,OPEN,M
PO-000256,1,P-00005129,S-000106,FORECAST,DELFOR,2027-01-26,2027-02-15,48675,0,OPEN,M
PO-000257,1,P-00005129,S-000106,FORECAST,DELFOR,2027-02-09,2027-03-01,48675,0,OPEN,M
PO-000258,1,P-00005129,S-000106,FORECAST,DELFOR,2027-02-16,2027-03-08,48675,0,OPEN,M
PO-000259,1,P-00005129,S-000106,FORECAST,DELFOR,2027-03-02,2027-03-22,48675,0,OPEN,M
PO-000260,1,P-00005129,S-000106,FORECAST,DELFOR,2027-03-09,2027-03-29,48675,0,OPEN,M
PO-000261,1,P-00005775,S-000032,FIRM,DELJIT,2026-03-12,2026-03-17,19008,19008,RECEIVED,PCE
PO-000262,1,P-00005775,S-000032,FIRM,DELJIT,2026-03-14,2026-03-19,19008,19008,RECEIVED,PCE
PO-000263,1,P-00005775,S-000032,FIRM,DELJIT,2026-03-18,2026-03-23,19008,19008,RECEIVED,PCE
PO-000264,1,P-00005775,S-000032,FIRM,DELJIT,2026-03-20,2026-03-25,19008,19008,RECEIVED,PCE
PO-000265,1,P-00005775,S-000032,FIRM,DELJIT,2026-03-22,2026-03-27,19008,19008,RECEIVED,PCE
PO-000266,1,P-00005775,S-000032,FIRM,DELJIT,2026-03-25,2026-03-30,19008,19008,RECEIVED,PCE
PO-000267,1,P-00005775,S-000032,FIRM,DELJIT,2026-03-26,2026-03-31,19008,19008,RECEIVED,PCE
PO-000268,1,P-00005775,S-000032,FIRM,DELJIT,2026-03-27,2026-04-01,19008,19008,RECEIVED,PCE
PO-000269,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-02,2026-04-07,19008,19008,RECEIVED,PCE
PO-000270,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-03,2026-04-08,19008,19008,RECEIVED,PCE
PO-000271,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-05,2026-04-10,19008,19008,RECEIVED,PCE
PO-000272,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-08,2026-04-13,19008,19008,RECEIVED,PCE
PO-000273,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-10,2026-04-15,19008,19008,RECEIVED,PCE
PO-000274,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-12,2026-04-17,19008,19008,RECEIVED,PCE
PO-000275,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-15,2026-04-20,19008,19008,RECEIVED,PCE
PO-000276,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-17,2026-04-22,19008,19008,RECEIVED,PCE
PO-000277,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-19,2026-04-24,19008,19008,RECEIVED,PCE
PO-000278,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-22,2026-04-27,19008,19008,RECEIVED,PCE
PO-000279,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-23,2026-04-28,19008,19008,RECEIVED,PCE
PO-000280,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-24,2026-04-29,19008,19008,RECEIVED,PCE
PO-000281,1,P-00005775,S-000032,FIRM,DELJIT,2026-04-29,2026-05-04,19008,19008,RECEIVED,PCE
PO-000282,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-01,2026-05-06,19008,19008,RECEIVED,PCE
PO-000283,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-06,2026-05-11,19008,19008,RECEIVED,PCE
PO-000284,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-08,2026-05-13,19008,19008,RECEIVED,PCE
PO-000285,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-13,2026-05-18,19008,19008,RECEIVED,PCE
PO-000286,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-15,2026-05-20,19008,19008,RECEIVED,PCE
PO-000287,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-17,2026-05-22,19008,19008,RECEIVED,PCE
PO-000288,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-21,2026-05-26,19008,0,CANCELLED,PCE
PO-000289,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-23,2026-05-28,19008,19008,RECEIVED,PCE
PO-000290,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-24,2026-05-29,19008,19008,RECEIVED,PCE
PO-000291,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-28,2026-06-02,19008,0,CANCELLED,PCE
PO-000292,1,P-00005775,S-000032,FIRM,DELJIT,2026-05-30,2026-06-04,19008,19008,RECEIVED,PCE
PO-000293,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-03,2026-06-08,19008,19008,RECEIVED,PCE
PO-000294,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-05,2026-06-10,19008,19008,RECEIVED,PCE
PO-000295,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-07,2026-06-12,19008,19008,RECEIVED,PCE
PO-000296,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-10,2026-06-15,19008,0,CANCELLED,PCE
PO-000297,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-12,2026-06-17,19008,19008,RECEIVED,PCE
PO-000298,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-14,2026-06-19,19008,19008,RECEIVED,PCE
PO-000299,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-17,2026-06-22,19008,19008,RECEIVED,PCE
PO-000300,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-19,2026-06-24,19008,19008,RECEIVED,PCE
PO-000301,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-21,2026-06-26,19008,19008,RECEIVED,PCE
PO-000302,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-25,2026-06-30,19008,19008,RECEIVED,PCE
PO-000303,1,P-00005775,S-000032,FIRM,DELJIT,2026-06-27,2026-07-02,19008,19008,RECEIVED,PCE
PO-000304,1,P-00005775,S-000032,FIRM,DELJIT,2026-07-01,2026-07-06,19008,19008,RECEIVED,PCE
PO-000305,1,P-00005775,S-000032,FIRM,DELJIT,2026-07-03,2026-07-08,19008,19008,RECEIVED,PCE
PO-000306,1,P-00005775,S-000032,FIRM,DELJIT,2026-07-05,2026-07-10,19008,19008,RECEIVED,PCE
PO-000307,1,P-00005775,S-000032,FIRM,DELJIT,2026-07-10,2026-07-15,19008,19008,RECEIVED,PCE
PO-000308,1,P-00005775,S-000032,FIRM,DELJIT,2026-07-11,2026-07-16,19008,19008,RECEIVED,PCE
PO-000309,1,P-00005775,S-000032,FIRM,DELJIT,2026-07-12,2026-07-17,19008,19008,RECEIVED,PCE
PO-000310,1,P-00005775,S-000032,FIRM,DELJIT,2026-07-16,2026-07-21,19008,19008,RECEIVED,PCE
PO-000311,1,P-00005775,S-000032,FIRM,DELJIT,2026-07-18,2026-07-23,19008,19008,RECEIVED,PCE
PO-000312,1,P-00005775,S-000032,FIRM,DELJIT,2026-08-15,2026-08-20,19008,19008,RECEIVED,PCE
PO-000313,1,P-00005775,S-000032,FIRM,DELJIT,2026-08-20,2026-08-25,19008,19008,RECEIVED,PCE
PO-000314,1,P-00005775,S-000032,FIRM,DELJIT,2026-08-22,2026-08-27,19008,19008,RECEIVED,PCE
PO-000315,1,P-00005775,S-000032,FIRM,DELJIT,2026-08-27,2026-09-01,19008,19008,RECEIVED,PCE
PO-000316,1,P-00005775,S-000032,FIRM,DELJIT,2026-08-29,2026-09-03,19008,19008,RECEIVED,PCE
PO-000317,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-02,2026-09-07,19008,19008,RECEIVED,PCE
PO-000318,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-04,2026-09-09,19008,19008,RECEIVED,PCE
PO-000319,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-06,2026-09-11,19008,0,CANCELLED,PCE
PO-000320,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-10,2026-09-15,19008,19008,RECEIVED,PCE
PO-000321,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-12,2026-09-17,19008,19008,RECEIVED,PCE
PO-000322,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-16,2026-09-21,19008,0,OPEN,PCE
PO-000323,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-19,2026-09-24,19008,0,OPEN,PCE
PO-000324,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-20,2026-09-25,19008,0,OPEN,PCE
PO-000325,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-23,2026-09-28,38016,0,OPEN,PCE
PO-000326,1,P-00005775,S-000032,FIRM,DELJIT,2026-09-30,2026-10-05,57024,0,OPEN,PCE
PO-000327,1,P-00005775,S-000032,FIRM,DELJIT,2026-10-07,2026-10-12,57024,0,OPEN,PCE
PO-000328,1,P-00005775,S-000032,FORECAST,DELFOR,2026-10-14,2026-10-19,57024,0,OPEN,PCE
PO-000329,1,P-00005775,S-000032,FORECAST,DELFOR,2026-10-21,2026-10-26,57024,0,OPEN,PCE
PO-000330,1,P-00005775,S-000032,FORECAST,DELFOR,2026-10-28,2026-11-02,57024,0,OPEN,PCE
PO-000331,1,P-00005775,S-000032,FORECAST,DELFOR,2026-11-04,2026-11-09,57024,0,OPEN,PCE
PO-000332,1,P-00005775,S-000032,FORECAST,DELFOR,2026-11-11,2026-11-16,57024,0,OPEN,PCE
PO-000333,1,P-00005775,S-000032,FORECAST,DELFOR,2026-11-18,2026-11-23,57024,0,OPEN,PCE
PO-000334,1,P-00005775,S-000032,FORECAST,DELFOR,2026-11-25,2026-11-30,57024,0,OPEN,PCE
PO-000335,1,P-00005775,S-000032,FORECAST,DELFOR,2026-12-02,2026-12-07,57024,0,OPEN,PCE
PO-000336,1,P-00005775,S-000032,FORECAST,DELFOR,2026-12-09,2026-12-14,57024,0,OPEN,PCE
PO-000337,1,P-00005775,S-000032,FORECAST,DELFOR,2026-12-16,2026-12-21,19008,0,OPEN,PCE
PO-000338,1,P-00005775,S-000032,FORECAST,DELFOR,2027-01-06,2027-01-11,57024,0,OPEN,PCE
PO-000339,1,P-00005775,S-000032,FORECAST,DELFOR,2027-01-13,2027-01-18,57024,0,OPEN,PCE
PO-000340,1,P-00005775,S-000032,FORECAST,DELFOR,2027-01-20,2027-01-25,57024,0,OPEN,PCE
PO-000341,1,P-00005775,S-000032,FORECAST,DELFOR,2027-01-27,2027-02-01,57024,0,OPEN,PCE
PO-000342,1,P-00005775,S-000032,FORECAST,DELFOR,2027-02-03,2027-02-08,57024,0,OPEN,PCE
PO-000343,1,P-00005775,S-000032,FORECAST,DELFOR,2027-02-10,2027-02-15,57024,0,OPEN,PCE
PO-000344,1,P-00005775,S-000032,FORECAST,DELFOR,2027-02-17,2027-02-22,57024,0,OPEN,PCE
PO-000345,1,P-00005775,S-000032,FORECAST,DELFOR,2027-02-24,2027-03-01,57024,0,OPEN,PCE
PO-000346,1,P-00005775,S-000032,FORECAST,DELFOR,2027-03-03,2027-03-08,57024,0,OPEN,PCE
PO-000347,1,P-00005775,S-000032,FORECAST,DELFOR,2027-03-10,2027-03-15,57024,0,OPEN,PCE
PO-000348,1,P-00005775,S-000032,FORECAST,DELFOR,2027-03-17,2027-03-22,57024,0,OPEN,PCE
PO-000349,1,P-00005775,S-000032,FORECAST,DELFOR,2027-03-24,2027-03-29,57024,0,OPEN,PCE
PO-000350,1,P-00040241,S-000517,FIRM,DELJIT,2026-03-09,2026-03-19,2430,2430,RECEIVED,PCE
PO-000351,1,P-00040241,S-000517,FIRM,DELJIT,2026-03-16,2026-03-26,3375,3375,RECEIVED,PCE
PO-000352,1,P-00040241,S-000517,FIRM,DELJIT,2026-03-30,2026-04-09,3510,3510,RECEIVED,PCE
PO-000353,1,P-00040241,S-000517,FIRM,DELJIT,2026-04-13,2026-04-23,5400,5400,RECEIVED,PCE
PO-000354,1,P-00040241,S-000517,FIRM,DELJIT,2026-04-27,2026-05-07,3240,3240,RECEIVED,PCE
PO-000355,1,P-00040241,S-000517,FIRM,DELJIT,2026-05-08,2026-05-18,3240,3240,RECEIVED,PCE
PO-000356,1,P-00040241,S-000517,FIRM,DELJIT,2026-05-11,2026-05-21,1350,1350,RECEIVED,PCE
PO-000357,1,P-00040241,S-000517,FIRM,DELJIT,2026-05-18,2026-05-28,1890,1890,RECEIVED,PCE
PO-000358,1,P-00040241,S-000517,FIRM,DELJIT,2026-05-25,2026-06-04,2700,0,CANCELLED,PCE
PO-000359,1,P-00040241,S-000517,FIRM,DELJIT,2026-06-08,2026-06-18,1350,1350,RECEIVED,PCE
PO-000360,1,P-00040241,S-000517,FIRM,DELJIT,2026-06-15,2026-06-25,1350,1350,RECEIVED,PCE
PO-000361,1,P-00040241,S-000517,FIRM,DELJIT,2026-06-22,2026-07-02,1350,0,CANCELLED,PCE
PO-000362,1,P-00040241,S-000517,FIRM,DELJIT,2026-06-29,2026-07-09,1890,1890,RECEIVED,PCE
PO-000363,1,P-00040241,S-000517,FIRM,DELJIT,2026-07-06,2026-07-16,3240,0,CANCELLED,PCE
PO-000364,1,P-00040241,S-000517,FIRM,DELJIT,2026-07-13,2026-07-23,3780,0,CANCELLED,PCE
PO-000365,1,P-00040241,S-000517,FIRM,DELJIT,2026-08-17,2026-08-27,2160,2160,RECEIVED,PCE
PO-000366,1,P-00040241,S-000517,FIRM,DELJIT,2026-08-24,2026-09-03,2160,0,CANCELLED,PCE
PO-000367,1,P-00040241,S-000517,FIRM,DELJIT,2026-09-07,2026-09-17,540,540,RECEIVED,PCE
PO-000368,1,P-00040241,S-000517,FIRM,DELJIT,2026-09-14,2026-09-24,1755,0,OPEN,PCE
PO-000369,1,P-00040241,S-000517,FIRM,DELJIT,2026-09-21,2026-10-01,1350,0,OPEN,PCE
PO-000370,1,P-00040241,S-000517,FIRM,DELJIT,2026-09-28,2026-10-08,1350,0,OPEN,PCE
PO-000371,1,P-00040241,S-000517,FIRM,DELJIT,2026-10-05,2026-10-15,2430,0,OPEN,PCE
PO-000372,1,P-00040241,S-000517,FORECAST,DELFOR,2026-10-12,2026-10-22,2430,0,OPEN,PCE
PO-000373,1,P-00040241,S-000517,FORECAST,DELFOR,2026-10-19,2026-10-29,2430,0,OPEN,PCE
PO-000374,1,P-00040241,S-000517,FORECAST,DELFOR,2026-10-26,2026-11-05,2700,0,OPEN,PCE
PO-000375,1,P-00040241,S-000517,FORECAST,DELFOR,2026-11-02,2026-11-12,2430,0,OPEN,PCE
PO-000376,1,P-00040241,S-000517,FORECAST,DELFOR,2026-11-09,2026-11-19,2430,0,OPEN,PCE
PO-000377,1,P-00040241,S-000517,FORECAST,DELFOR,2026-11-16,2026-11-26,2700,0,OPEN,PCE
PO-000378,1,P-00040241,S-000517,FORECAST,DELFOR,2026-11-23,2026-12-03,2700,0,OPEN,PCE
PO-000379,1,P-00040241,S-000517,FORECAST,DELFOR,2026-11-30,2026-12-10,2700,0,OPEN,PCE
PO-000380,1,P-00040241,S-000517,FORECAST,DELFOR,2026-12-07,2026-12-17,2700,0,OPEN,PCE
PO-000381,1,P-00040241,S-000517,FORECAST,DELFOR,2027-01-04,2027-01-14,2700,0,OPEN,PCE
PO-000382,1,P-00040241,S-000517,FORECAST,DELFOR,2027-01-11,2027-01-21,2700,0,OPEN,PCE
PO-000383,1,P-00040241,S-000517,FORECAST,DELFOR,2027-01-18,2027-01-28,2700,0,OPEN,PCE
PO-000384,1,P-00040241,S-000517,FORECAST,DELFOR,2027-01-25,2027-02-04,2700,0,OPEN,PCE
PO-000385,1,P-00040241,S-000517,FORECAST,DELFOR,2027-02-01,2027-02-11,2700,0,OPEN,PCE
PO-000386,1,P-00040241,S-000517,FORECAST,DELFOR,2027-02-08,2027-02-18,2700,0,OPEN,PCE
PO-000387,1,P-00040241,S-000517,FORECAST,DELFOR,2027-02-15,2027-02-25,2700,0,OPEN,PCE
PO-000388,1,P-00040241,S-000517,FORECAST,DELFOR,2027-02-22,2027-03-04,2700,0,OPEN,PCE
PO-000389,1,P-00040241,S-000517,FORECAST,DELFOR,2027-03-01,2027-03-11,2700,0,OPEN,PCE
PO-000390,1,P-00040241,S-000517,FORECAST,DELFOR,2027-03-08,2027-03-18,2430,0,OPEN,PCE
PO-000391,1,P-00040241,S-000517,FORECAST,DELFOR,2027-03-15,2027-03-25,2430,0,OPEN,PCE
PO-000392,1,P-00040241,S-000517,FORECAST,DELFOR,2027-03-22,2027-04-01,2430,0,OPEN,PCE
PO-000393,1,P-00043859,S-000032,FIRM,DELJIT,2026-03-11,2026-03-16,1656,1656,RECEIVED,PCE
PO-000394,1,P-00043859,S-000032,FIRM,DELJIT,2026-03-18,2026-03-23,1656,1656,RECEIVED,PCE
PO-000395,1,P-00043859,S-000032,FIRM,DELJIT,2026-03-20,2026-03-25,1656,1656,RECEIVED,PCE
PO-000396,1,P-00043859,S-000032,FIRM,DELJIT,2026-03-22,2026-03-27,1656,1656,RECEIVED,PCE
PO-000397,1,P-00043859,S-000032,FIRM,DELJIT,2026-03-26,2026-03-31,1656,1656,RECEIVED,PCE
PO-000398,1,P-00043859,S-000032,FIRM,DELJIT,2026-03-28,2026-04-02,1656,1656,RECEIVED,PCE
PO-000399,1,P-00043859,S-000032,FIRM,DELJIT,2026-03-29,2026-04-03,1656,1656,RECEIVED,PCE
PO-000400,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-02,2026-04-07,1656,1656,RECEIVED,PCE
PO-000401,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-03,2026-04-08,1656,1656,RECEIVED,PCE
PO-000402,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-04,2026-04-09,1656,1656,RECEIVED,PCE
PO-000403,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-05,2026-04-10,1404,1404,RECEIVED,PCE
PO-000404,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-10,2026-04-15,1656,1656,RECEIVED,PCE
PO-000405,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-15,2026-04-20,1656,1656,RECEIVED,PCE
PO-000406,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-17,2026-04-22,1656,1656,RECEIVED,PCE
PO-000407,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-19,2026-04-24,1656,1656,RECEIVED,PCE
PO-000408,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-22,2026-04-27,1656,1656,RECEIVED,PCE
PO-000409,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-24,2026-04-29,1656,1656,RECEIVED,PCE
PO-000410,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-25,2026-04-30,1656,1656,RECEIVED,PCE
PO-000411,1,P-00043859,S-000032,FIRM,DELJIT,2026-04-29,2026-05-04,1656,1656,RECEIVED,PCE
PO-000412,1,P-00043859,S-000032,FIRM,DELJIT,2026-05-01,2026-05-06,1656,1656,RECEIVED,PCE
PO-000413,1,P-00043859,S-000032,FIRM,DELJIT,2026-05-06,2026-05-11,1656,1656,RECEIVED,PCE
PO-000414,1,P-00043859,S-000032,FIRM,DELJIT,2026-05-07,2026-05-12,1656,1656,RECEIVED,PCE
PO-000415,1,P-00043859,S-000032,FIRM,DELJIT,2026-05-16,2026-05-21,1656,1656,RECEIVED,PCE
PO-000416,1,P-00043859,S-000032,FIRM,DELJIT,2026-05-22,2026-05-27,1656,0,CANCELLED,PCE
PO-000417,1,P-00043859,S-000032,FIRM,DELJIT,2026-05-27,2026-06-01,1656,1656,RECEIVED,PCE
PO-000418,1,P-00043859,S-000032,FIRM,DELJIT,2026-05-31,2026-06-05,1656,1656,RECEIVED,PCE
PO-000419,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-05,2026-06-10,1656,1656,RECEIVED,PCE
PO-000420,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-07,2026-06-12,1656,1656,RECEIVED,PCE
PO-000421,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-10,2026-06-15,1656,1656,RECEIVED,PCE
PO-000422,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-12,2026-06-17,1656,1656,RECEIVED,PCE
PO-000423,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-14,2026-06-19,1656,1656,RECEIVED,PCE
PO-000424,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-19,2026-06-24,1656,1656,RECEIVED,PCE
PO-000425,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-21,2026-06-26,1656,1656,RECEIVED,PCE
PO-000426,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-25,2026-06-30,1656,1656,RECEIVED,PCE
PO-000427,1,P-00043859,S-000032,FIRM,DELJIT,2026-06-27,2026-07-02,1656,1656,RECEIVED,PCE
PO-000428,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-01,2026-07-06,1656,1656,RECEIVED,PCE
PO-000429,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-03,2026-07-08,1656,1656,RECEIVED,PCE
PO-000430,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-05,2026-07-10,1656,1656,RECEIVED,PCE
PO-000431,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-08,2026-07-13,1656,1656,RECEIVED,PCE
PO-000432,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-10,2026-07-15,1656,1656,RECEIVED,PCE
PO-000433,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-12,2026-07-17,1656,1656,RECEIVED,PCE
PO-000434,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-15,2026-07-20,1656,1656,RECEIVED,PCE
PO-000435,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-17,2026-07-22,1656,1656,RECEIVED,PCE
PO-000436,1,P-00043859,S-000032,FIRM,DELJIT,2026-07-19,2026-07-24,1656,1656,RECEIVED,PCE
PO-000437,1,P-00043859,S-000032,FIRM,DELJIT,2026-08-14,2026-08-19,1656,1656,RECEIVED,PCE
PO-000438,1,P-00043859,S-000032,FIRM,DELJIT,2026-08-19,2026-08-24,1656,1656,RECEIVED,PCE
PO-000439,1,P-00043859,S-000032,FIRM,DELJIT,2026-08-26,2026-08-31,1656,1656,RECEIVED,PCE
PO-000440,1,P-00043859,S-000032,FIRM,DELJIT,2026-08-28,2026-09-02,1656,1656,RECEIVED,PCE
PO-000441,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-03,2026-09-08,1656,1656,RECEIVED,PCE
PO-000442,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-05,2026-09-10,1656,1656,RECEIVED,PCE
PO-000443,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-09,2026-09-14,1656,1656,RECEIVED,PCE
PO-000444,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-11,2026-09-16,1656,1656,RECEIVED,PCE
PO-000445,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-16,2026-09-21,1656,0,OPEN,PCE
PO-000446,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-18,2026-09-23,1656,0,OPEN,PCE
PO-000447,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-20,2026-09-25,1656,0,OPEN,PCE
PO-000448,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-23,2026-09-28,4968,0,OPEN,PCE
PO-000449,1,P-00043859,S-000032,FIRM,DELJIT,2026-09-30,2026-10-05,1656,0,OPEN,PCE
PO-000450,1,P-00043859,S-000032,FIRM,DELJIT,2026-10-07,2026-10-12,3312,0,OPEN,PCE
PO-000451,1,P-00043859,S-000032,FORECAST,DELFOR,2026-10-14,2026-10-19,3312,0,OPEN,PCE
PO-000452,1,P-00043859,S-000032,FORECAST,DELFOR,2026-10-21,2026-10-26,4968,0,OPEN,PCE
PO-000453,1,P-00043859,S-000032,FORECAST,DELFOR,2026-10-28,2026-11-02,3312,0,OPEN,PCE
PO-000454,1,P-00043859,S-000032,FORECAST,DELFOR,2026-11-04,2026-11-09,4968,0,OPEN,PCE
PO-000455,1,P-00043859,S-000032,FORECAST,DELFOR,2026-11-11,2026-11-16,3312,0,OPEN,PCE
PO-000456,1,P-00043859,S-000032,FORECAST,DELFOR,2026-11-18,2026-11-23,4968,0,OPEN,PCE
PO-000457,1,P-00043859,S-000032,FORECAST,DELFOR,2026-11-25,2026-11-30,3312,0,OPEN,PCE
PO-000458,1,P-00043859,S-000032,FORECAST,DELFOR,2026-12-02,2026-12-07,4968,0,OPEN,PCE
PO-000459,1,P-00043859,S-000032,FORECAST,DELFOR,2026-12-09,2026-12-14,4968,0,OPEN,PCE
PO-000460,1,P-00043859,S-000032,FORECAST,DELFOR,2026-12-16,2026-12-21,1656,0,OPEN,PCE
PO-000461,1,P-00043859,S-000032,FORECAST,DELFOR,2027-01-06,2027-01-11,4968,0,OPEN,PCE
PO-000462,1,P-00043859,S-000032,FORECAST,DELFOR,2027-01-13,2027-01-18,4968,0,OPEN,PCE
PO-000463,1,P-00043859,S-000032,FORECAST,DELFOR,2027-01-20,2027-01-25,4968,0,OPEN,PCE
PO-000464,1,P-00043859,S-000032,FORECAST,DELFOR,2027-01-27,2027-02-01,4968,0,OPEN,PCE
PO-000465,1,P-00043859,S-000032,FORECAST,DELFOR,2027-02-03,2027-02-08,4968,0,OPEN,PCE
PO-000466,1,P-00043859,S-000032,FORECAST,DELFOR,2027-02-10,2027-02-15,3312,0,OPEN,PCE
PO-000467,1,P-00043859,S-000032,FORECAST,DELFOR,2027-02-17,2027-02-22,4968,0,OPEN,PCE
PO-000468,1,P-00043859,S-000032,FORECAST,DELFOR,2027-02-24,2027-03-01,3312,0,OPEN,PCE
PO-000469,1,P-00043859,S-000032,FORECAST,DELFOR,2027-03-03,2027-03-08,3312,0,OPEN,PCE
